guid,title,link,journal,pubDate,score,reasons,matched_themes,scored_at,topic
https://www.sciencedirect.com/science/article/pii/S0169772226001324,A cross-referenced isotope–hydrochemistry–statistics framework supports a legacy-N-constrained interpretation of nitrate export in a managed lake basin,https://www.sciencedirect.com/science/article/pii/S0169772226001324?dgcid=rss_sd_all,Journal of Contaminant Hydrology,July 2026,7,Isotope methods in hydrogeochemical context — adjacent to core research.,"isotope-methods,hydrogeochemistry",2026-05-24T23:10:56Z,site-characterization
https://www.sciencedirect.com/science/article/pii/S0169772226001191,"Allura red in aquatic systems: Treatment technologies, process intensification strategies, and future perspectives for sustainable water management",https://www.sciencedirect.com/science/article/pii/S0169772226001191?dgcid=rss_sd_all,Journal of Contaminant Hydrology,July 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0169772226001208,Joint use of ground-penetrating radar and hydraulic-partitioning tracer tomography to improve characterization and long-term prediction of DNAPL source zones in multi-facies aquifers,https://www.sciencedirect.com/science/article/pii/S0169772226001208?dgcid=rss_sd_all,Journal of Contaminant Hydrology,July 2026,6,Machine learning applied to hydrogeochemistry or groundwater — secondary interest.,ml-methods,2026-05-24T23:10:56Z,ml-methods
https://www.sciencedirect.com/science/article/pii/S0169772226001130,A physically guided and interpretable SWAT-BiLSTM framework with Bayesian optimization for bias correction in daily streamflow forecasting,https://www.sciencedirect.com/science/article/pii/S0169772226001130?dgcid=rss_sd_all,Journal of Contaminant Hydrology,July 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0169772226001300,Nanoplastics migration in hydroxyapatite-amended porous media: Integration of XDLVO theory and two-site kinetic modeling,https://www.sciencedirect.com/science/article/pii/S0169772226001300?dgcid=rss_sd_all,Journal of Contaminant Hydrology,July 2026,4,General hydrogeochemistry without isotope or redox focus — same domain but off-topic.,"hydrogeochemistry,groundwater",2026-05-24T23:10:56Z,site-characterization
https://www.sciencedirect.com/science/article/pii/S0169772226001087,Experimental study on patterns and mechanisms of water quality degradation in water-rich sand formations induced by different types of chemical grouts,https://www.sciencedirect.com/science/article/pii/S0169772226001087?dgcid=rss_sd_all,Journal of Contaminant Hydrology,July 2026,6,Machine learning applied to hydrogeochemistry or groundwater — secondary interest.,"ml-methods,hydrogeochemistry",2026-05-24T23:10:56Z,ml-methods
https://www.sciencedirect.com/science/article/pii/S0169772226001142,Anomalous contaminant transport in fractured porous media: Insight from asynchronous hydraulic changes in fractures and rock matrix,https://www.sciencedirect.com/science/article/pii/S0169772226001142?dgcid=rss_sd_all,Journal of Contaminant Hydrology,July 2026,4,Groundwater contamination study — same domain but limited profile overlap.,"groundwater,contamination",2026-05-24T23:10:56Z,site-characterization
https://www.sciencedirect.com/science/article/pii/S0169772226001166,"Transport of dissolved and particulate arsenic in the Orbiel River during minor flood events downstream the historic Salsigne gold mining district, Southern France",https://www.sciencedirect.com/science/article/pii/S0169772226001166?dgcid=rss_sd_all,Journal of Contaminant Hydrology,July 2026,2,"Surface water, soil, or atmospheric study — outside hydrogeochemistry profile.",,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0169772226001129,Reactive transport modeling to support long-term monitoring strategy: Ion exchange induced contaminant remobilization at subsurface contaminated sites influenced by abrupt changes in geochemical conditions,https://www.sciencedirect.com/science/article/pii/S0169772226001129?dgcid=rss_sd_all,Journal of Contaminant Hydrology,July 2026,4,General hydrogeochemistry without isotope or redox focus — same domain but off-topic.,"hydrogeochemistry,groundwater",2026-05-24T23:10:56Z,site-characterization
https://www.sciencedirect.com/science/article/pii/S0169772226001543,Assessing coastal groundwater risks from nuclear-contaminated water discharge under extreme drought and sustainable recharge solutions,https://www.sciencedirect.com/science/article/pii/S0169772226001543?dgcid=rss_sd_all,Journal of Contaminant Hydrology,Available online 22 May 2026,6,Radionuclide geochemistry in groundwater context — adjacent to HLW research.,"radionuclide,groundwater",2026-05-24T23:10:56Z,seawater-intrusion
https://www.sciencedirect.com/science/article/pii/S0169772226001531,Pore-structure responses of polyethylene microplastic–amended Malan loess under different thermal regimes,https://www.sciencedirect.com/science/article/pii/S0169772226001531?dgcid=rss_sd_all,Journal of Contaminant Hydrology,Available online 19 May 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S016977222600152X,Adsorption mechanisms of aniline on nitrogen-doped biochar in the presence of dissolved Mn 2+ : The role of surface functionality,https://www.sciencedirect.com/science/article/pii/S016977222600152X?dgcid=rss_sd_all,Journal of Contaminant Hydrology,Available online 18 May 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0169772226001117,Dissolved organic matter regulating the speciation and transport of potentially toxic metals in groundwater: Environmental implications and perspectives,https://www.sciencedirect.com/science/article/pii/S0169772226001117?dgcid=rss_sd_all,Journal of Contaminant Hydrology,May 2026,6,Machine learning applied to hydrogeochemistry or groundwater — secondary interest.,ml-methods,2026-05-24T23:10:56Z,ml-methods
https://www.sciencedirect.com/science/article/pii/S016977222600118X,Estimation of non-point contaminant source location and release history in an aquifer via restart ensemble Kalman filter combined with optimized deep residual dense convolutional networks,https://www.sciencedirect.com/science/article/pii/S016977222600118X?dgcid=rss_sd_all,Journal of Contaminant Hydrology,May 2026,4,Groundwater contamination study — same domain but limited profile overlap.,"groundwater,contamination",2026-05-24T23:10:56Z,site-characterization
https://www.sciencedirect.com/science/article/pii/S0169772226001178,Effects of cyclic temperature from geothermal heating on BTEX biodegradation in soil,https://www.sciencedirect.com/science/article/pii/S0169772226001178?dgcid=rss_sd_all,Journal of Contaminant Hydrology,May 2026,8,Geothermal hydrogeochemistry — strong overlap with research profile.,geothermal,2026-05-24T23:10:56Z,geothermal
https://www.sciencedirect.com/science/article/pii/S0169772226001154,"Sodium alginate gel microspheres with magnetic illite-biochar for efficient removal of cadmium and thallium from contaminated groundwater: Structural characteristics, performance and mechanisms",https://www.sciencedirect.com/science/article/pii/S0169772226001154?dgcid=rss_sd_all,Journal of Contaminant Hydrology,May 2026,4,Groundwater contamination study — same domain but limited profile overlap.,"groundwater,contamination",2026-05-24T23:10:56Z,site-characterization
https://www.sciencedirect.com/science/article/pii/S0169772226001105,Time-lapse ERT monitoring of the MPE-induced cone of depression at a low-permeability NAPL site: A field-based quantitative assessment of array-dependent geometric fidelity,https://www.sciencedirect.com/science/article/pii/S0169772226001105?dgcid=rss_sd_all,Journal of Contaminant Hydrology,May 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0169772226001099,Coupled transport and retention dynamics of microplastics in porous media,https://www.sciencedirect.com/science/article/pii/S0169772226001099?dgcid=rss_sd_all,Journal of Contaminant Hydrology,May 2026,4,General hydrogeochemistry without isotope or redox focus — same domain but off-topic.,"hydrogeochemistry,groundwater",2026-05-24T23:10:56Z,site-characterization
https://www.sciencedirect.com/science/article/pii/S0169772226001075,"Ecological risk assessment of microplastics contamination in water, sediment and native fish species of the Brahmaputra River, India",https://www.sciencedirect.com/science/article/pii/S0169772226001075?dgcid=rss_sd_all,Journal of Contaminant Hydrology,May 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0169772226001063,"Mercury in sediment of the upper Clark Fork River, Western Montana, USA",https://www.sciencedirect.com/science/article/pii/S0169772226001063?dgcid=rss_sd_all,Journal of Contaminant Hydrology,May 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S016977222600104X,Isotopic and hydrochemical evidence for sulfate transport and transformation in a confined Permian sandstone aquifer of a coal mine: evaporite dissolution and bacterial reduction,https://www.sciencedirect.com/science/article/pii/S016977222600104X?dgcid=rss_sd_all,Journal of Contaminant Hydrology,May 2026,7,Groundwater isotope tracing with redox conditions — adjacent to profile.,"isotope-methods,redox,groundwater",2026-05-24T23:10:56Z,redox-contamination
https://www.sciencedirect.com/science/article/pii/S0169772226001051,Process-based analysis of electrosteric stabilization and surface site competition in copper butyl xanthate transport,https://www.sciencedirect.com/science/article/pii/S0169772226001051?dgcid=rss_sd_all,Journal of Contaminant Hydrology,May 2026,4,Groundwater contamination study — same domain but limited profile overlap.,"groundwater,contamination",2026-05-24T23:10:56Z,site-characterization
https://www.sciencedirect.com/science/article/pii/S0169772226000938,Pore-scale assessment of alcohol-surfactant-biopolymer emulsions for oil-saturated media,https://www.sciencedirect.com/science/article/pii/S0169772226000938?dgcid=rss_sd_all,Journal of Contaminant Hydrology,May 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S016977222600094X,"Water quality prediction based on multi-model ensemble learning in a large-scale basin: A case study of the Poyang Lake Basin, China",https://www.sciencedirect.com/science/article/pii/S016977222600094X?dgcid=rss_sd_all,Journal of Contaminant Hydrology,May 2026,2,"Surface water, soil, or atmospheric study — outside hydrogeochemistry profile.",,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0169772226000926,Longitudinal dispersion coefficient modeling in natural streams via newly proposed explainable ensemble learning (ExEL) framework,https://www.sciencedirect.com/science/article/pii/S0169772226000926?dgcid=rss_sd_all,Journal of Contaminant Hydrology,May 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0169772226000896,Enhanced performances of the coupled thermal conductive heating-groundwater circulation well approach,https://www.sciencedirect.com/science/article/pii/S0169772226000896?dgcid=rss_sd_all,Journal of Contaminant Hydrology,May 2026,4,Groundwater contamination study — same domain but limited profile overlap.,"groundwater,contamination",2026-05-24T23:10:56Z,site-characterization
https://www.sciencedirect.com/science/article/pii/S0169772226000914,A multi-component solute transport and chemical reaction model based on a water balance scheme and its applications to ion transport simulation in agricultural areas,https://www.sciencedirect.com/science/article/pii/S0169772226000914?dgcid=rss_sd_all,Journal of Contaminant Hydrology,May 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0169772226001245,Editorial Board,https://www.sciencedirect.com/science/article/pii/S0169772226001245?dgcid=rss_sd_all,Journal of Contaminant Hydrology,May 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0265931X26001700,"No detectable impact of ALPS-treated water discharge on tritium levels in terrestrial waters of the upper Ota River catchment, Fukushima, Japan",https://www.sciencedirect.com/science/article/pii/S0265931X26001700?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,7,Groundwater isotope hydrology — adjacent to core research profile.,"isotope-methods,groundwater",2026-05-24T23:10:56Z,isotope-hydrology
https://www.sciencedirect.com/science/article/pii/S0265931X26001608,A case study of radionuclide physicochemical characterization and dispersion modelling at the European Spallation Source under a postulated worst-case scenario,https://www.sciencedirect.com/science/article/pii/S0265931X26001608?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001657,Tissue-specific uptake and depuration kinetics of 137 Cs in Clarias gariepinus under controlled tropical freshwater exposure,https://www.sciencedirect.com/science/article/pii/S0265931X26001657?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0265931X2600158X,Application of a sensitive LSC measurement procedure to the determination of 3 H in drinking water and rainwater in the city of Seville,https://www.sciencedirect.com/science/article/pii/S0265931X2600158X?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,5,"Isotope methods outside hydrogeochemistry context — same domain, off-profile.",isotope-methods,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001566,"210 Po activity in aerosols at Thai Nguyen, Vietnam: An application to assess the emission source and health risk assessment",https://www.sciencedirect.com/science/article/pii/S0265931X26001566?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0265931X2600161X,Analysis of a radon mitigation system using sub-slab air chamber: CFD model development and validation in an experimental case,https://www.sciencedirect.com/science/article/pii/S0265931X2600161X?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001578,AMS radiocarbon dating and PIXE elemental analysis of historical artworks: a comparative study with modern paintings and prospects for radioisotope dating,https://www.sciencedirect.com/science/article/pii/S0265931X26001578?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,5,"Isotope methods outside hydrogeochemistry context — same domain, off-profile.",isotope-methods,2026-05-24T23:10:56Z,radiocarbon
https://www.sciencedirect.com/science/article/pii/S0265931X26001554,"Geochemical and taphonomic interpretation of uranium accumulation in fossils: a case study of fossilized sponges from Nasiłów, Poland",https://www.sciencedirect.com/science/article/pii/S0265931X26001554?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001426,Radioactivity behavior in hydrothermal volcanic systems: Preliminary in situ investigations at high and low gas flux degassing areas,https://www.sciencedirect.com/science/article/pii/S0265931X26001426?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,6,Geothermal system study — adjacent to research interests.,geothermal,2026-05-24T23:10:56Z,geothermal
https://www.sciencedirect.com/science/article/pii/S0265931X26001347,Atmospheric dispersion of reactor-released 41 Ar on the near range: A model intercomparison study,https://www.sciencedirect.com/science/article/pii/S0265931X26001347?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0265931X26001402,KdMultigrid – A tool for generating multidimensional look-up tables with solid-liquid distribution coefficients for radioecological and transport modeling,https://www.sciencedirect.com/science/article/pii/S0265931X26001402?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0265931X26001530,Quarterly and seasonal correction factors for indoor radon and thoron in four different climatological areas of Cameroon,https://www.sciencedirect.com/science/article/pii/S0265931X26001530?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001438,Influence of seasonal environmental conditions on 222 Rn concentration in the surface water of the River Nile,https://www.sciencedirect.com/science/article/pii/S0265931X26001438?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,6,Radionuclide geochemistry in groundwater context — adjacent to HLW research.,"radionuclide,groundwater",2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001542,Creating high-precision reference gas standards of 85 Kr for groundwater age dating,https://www.sciencedirect.com/science/article/pii/S0265931X26001542?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,6,Radionuclide geochemistry in groundwater context — adjacent to HLW research.,"radionuclide,groundwater",2026-05-24T23:10:56Z,mixing-modeling
https://www.sciencedirect.com/science/article/pii/S0265931X26001414,"Diffusion of iodide in compacted Beishan Granite: Impact of saturation duration, ionic strength, and dry density",https://www.sciencedirect.com/science/article/pii/S0265931X26001414?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,9,Deep groundwater in HLW/nuclear disposal context — directly relevant to core research.,"deep-groundwater,hlw-nuclear",2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001529,Proficiency testing for official laboratories for 137 Cs and 134 Cs determination in soil,https://www.sciencedirect.com/science/article/pii/S0265931X26001529?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001335,Near-field dispersion of radioactive nuclides from nuclear power plants under different meteorological conditions,https://www.sciencedirect.com/science/article/pii/S0265931X26001335?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001451,Why effective and environmental half-lives may be unbounded – a Gabriel's Horn analogy,https://www.sciencedirect.com/science/article/pii/S0265931X26001451?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X2600144X,Fukushima-derived radiocesium in the western North Pacific Ocean the decade after the accident,https://www.sciencedirect.com/science/article/pii/S0265931X2600144X?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0265931X26001360,Radionuclide transfer to vegetables: comparison furrows and sprinkler irrigations,https://www.sciencedirect.com/science/article/pii/S0265931X26001360?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001396,"Age dating of sediment cores in Sorsogon Bay, Philippines, using 210 Pb method: A revisit",https://www.sciencedirect.com/science/article/pii/S0265931X26001396?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0265931X26001359,"Ocean acidification does not affect the trophic transfer of Ag, Co, and Zn in the cuttlefish Sepia officinalis",https://www.sciencedirect.com/science/article/pii/S0265931X26001359?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0265931X2600130X,Dynamic response of radon exhalation to dam instability in uranium tailings impoundment: Coupled with laser ranging monitoring,https://www.sciencedirect.com/science/article/pii/S0265931X2600130X?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26000445,A multidisciplinary data synthesis for environmentally-relevant beta-emitting radionuclides in radioactive waste,https://www.sciencedirect.com/science/article/pii/S0265931X26000445?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,8,HLW/nuclear waste geochemistry in groundwater context — core research area.,hlw-nuclear,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001384,Release and fractionation of naturally occurring radionuclides in geothermal systems and the potential role of organic matter,https://www.sciencedirect.com/science/article/pii/S0265931X26001384?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,8,Geothermal hydrogeochemistry — strong overlap with research profile.,geothermal,2026-05-24T23:10:56Z,geothermal
https://www.sciencedirect.com/science/article/pii/S0265931X26001311,Radioisotopes in Quaternary geochronology: Recent advances,https://www.sciencedirect.com/science/article/pii/S0265931X26001311?dgcid=rss_sd_all,Journal of Environmental Radioactivity,June 2026,5,"Isotope methods outside hydrogeochemistry context — same domain, off-profile.",isotope-methods,2026-05-24T23:10:56Z,radiocarbon
https://www.sciencedirect.com/science/article/pii/S0265931X26001244,Linking forest compartments to the long-term decline rates of 137 Cs in stream fish: A contaminated headwater catchment in Fukushima,https://www.sciencedirect.com/science/article/pii/S0265931X26001244?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0265931X26001281,"Plutonium isotopes in surface air at Chiba City, Japan from 2016 to 2023: occurrence of anomalous 238 Pu",https://www.sciencedirect.com/science/article/pii/S0265931X26001281?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0265931X26001268,Development of synthetic scenarios to assess the transfer of radionuclides to groundwater from liquid discharges in NORM industries,https://www.sciencedirect.com/science/article/pii/S0265931X26001268?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,6,Radionuclide geochemistry in groundwater context — adjacent to HLW research.,"radionuclide,groundwater",2026-05-24T23:10:56Z,redox-contamination
https://www.sciencedirect.com/science/article/pii/S0265931X26001323,Feasibility study of tRAYcy-based efficiency calibration and transfer methods for HPGe gamma-ray spectrometry,https://www.sciencedirect.com/science/article/pii/S0265931X26001323?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X2600127X,Assessment of beta-emitting radionuclide accumulation in food and tobacco products during long-term storage,https://www.sciencedirect.com/science/article/pii/S0265931X2600127X?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X2600113X,"Analysis of parameters and seasonal variations of 7 Be deposition flux in Dazaifu, western Japan (2017–2018)",https://www.sciencedirect.com/science/article/pii/S0265931X2600113X?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001141,The ability of crystalline rocks to adsorb radionuclides after exposure to aggressive environments,https://www.sciencedirect.com/science/article/pii/S0265931X26001141?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,9,Deep groundwater in HLW/nuclear disposal context — directly relevant to core research.,"deep-groundwater,hlw-nuclear",2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001165,Measurement of radon exhalation parameters in normal concrete and its application in prediction model of indoor radon concentration,https://www.sciencedirect.com/science/article/pii/S0265931X26001165?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001219,Temporal and spatial variation in 137 Cs concentrations in wild boar ( Sus scrofa ) from Sweden,https://www.sciencedirect.com/science/article/pii/S0265931X26001219?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001098,"Assessment of the potential bioaccessibility of 210 Po, 232 Th and uranium radionuclides from snus to consumers",https://www.sciencedirect.com/science/article/pii/S0265931X26001098?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001232,Post-accident radiological impact evaluation for small modular reactor and commercial nuclear power plants in Estonia,https://www.sciencedirect.com/science/article/pii/S0265931X26001232?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,2,Not related to hydrogeochemistry or Jaehoon's research profile.,,2026-05-24T23:10:56Z,other
https://www.sciencedirect.com/science/article/pii/S0265931X26000950,"Radioactive (Pu, 210 Pb, 234 Th and 226 Ra) and chemical (Mn, Fe, Al) tracers to evaluate sediment accumulation and biodiffusion in the southern Gulf of Mexico",https://www.sciencedirect.com/science/article/pii/S0265931X26000950?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,5,"Isotope methods outside hydrogeochemistry context — same domain, off-profile.",isotope-methods,2026-05-24T23:10:56Z,radiocarbon
https://www.sciencedirect.com/science/article/pii/S0265931X26001220,Use of feed supplemented with the veterinary drug Ferrocyn 2 to reduce 137 Cs contamination in fish under real aquaculture conditions,https://www.sciencedirect.com/science/article/pii/S0265931X26001220?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001128,"Natural radioactivity and GIS mapping of soils in Binh Phuoc, Vietnam",https://www.sciencedirect.com/science/article/pii/S0265931X26001128?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001104,"Radiocarbon activity of gases in urban surface air in Bratislava, Slovakia",https://www.sciencedirect.com/science/article/pii/S0265931X26001104?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,5,"Isotope methods outside hydrogeochemistry context — same domain, off-profile.",isotope-methods,2026-05-24T23:10:56Z,radiocarbon
https://www.sciencedirect.com/science/article/pii/S0265931X26001086,"A georeferenced baseline and GIS-based screening of natural radioactivity in coastal sediments and nearshore waters of Da Nang, Viet Nam",https://www.sciencedirect.com/science/article/pii/S0265931X26001086?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001207,Tracing submarine groundwater discharge in a semi-enclosed bay using pulsed ionization chamber radon detector,https://www.sciencedirect.com/science/article/pii/S0265931X26001207?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,6,Radionuclide geochemistry in groundwater context — adjacent to HLW research.,"radionuclide,groundwater",2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001153,Physics-informed deep learning for rapid marine radionuclide dispersion forecasting in nuclear emergency response,https://www.sciencedirect.com/science/article/pii/S0265931X26001153?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
https://www.sciencedirect.com/science/article/pii/S0265931X26001177,Monte Carlo simulation-based characteristics of indoor radon concentrations and exploratory probabilistic risk analysis in university buildings,https://www.sciencedirect.com/science/article/pii/S0265931X26001177?dgcid=rss_sd_all,Journal of Environmental Radioactivity,May 2026,4,Radionuclide study without clear hydrogeochemical groundwater context.,radionuclide,2026-05-24T23:10:56Z,hlw-radionuclide
